Original_Name,Clean_Name,Latitude,Longitude,Found_Address
朝陽炭礦,朝陽炭礦,24.6561302,116.1562837,"朝阳路, 蕉岭县, 梅州市, 广东省, 中国"
朝陽縣,朝陽縣,41.4562357,120.4007804,"朝阳县, 朝阳市, 辽宁省, 中国"
朝陽鎭,朝陽鎭,30.0695725,105.2186814,"朝阳镇, 安岳县, 资阳市, 四川省, 中国"
朝陽鎮,朝陽鎮,30.0695725,105.2186814,"朝阳镇, 安岳县, 资阳市, 四川省, 中国"
朝陽門,朝陽門,39.9230647,116.4279504,"朝阳门, 东二环, 豆瓣社区, 东四街道, 首都功能核心区, 东城区, 北京市, 100010, 中国"
朝鮮,朝鮮,40.3736611,127.0870417,조선민주주의인민공화국
木天,木天,35.1953209,136.7877051,"木田, 給父西枇杷島線, 丹波, あま市, 愛知県, 490-1224, 日本"
木曾福島,木曾福島,35.8439371,137.693597,"木曽福島, 中山道, 木曽町, 木曽郡, 長野県, 397-0001, 日本"
木津,木津,34.7358877,135.8249246,"木津, 東西連絡通路, 木津駅前一丁目, 木津川市, 京都府, 619-0214, 日本"
木浦,木浦,34.7921339,126.3876448,"목포, 98, 영산로, 명륜동, 목원동, 목포시, 전라남도, 58773, 대한민국"
木蘭,木蘭,45.9490304,128.0377468,"木兰县, 哈尔滨市, 黑龙江省, 151900, 中国"
木頭,木頭,33.817786,134.3047056,"木頭, 那賀町, 那賀郡, 徳島県, 771-5295, 日本"
本溪湖,本溪湖,41.325548,123.761778,"本溪湖, 溪湖东路, 河东街道, 溪湖区, 本溪市, 辽宁省, 117000, 中国"
本溪湖驛,本溪湖,41.325548,123.761778,"本溪湖, 溪湖东路, 河东街道, 溪湖区, 本溪市, 辽宁省, 117000, 中国"
札幌,札幌,43.0686365,141.3509218,"札幌, 札幌地下歩行空間, 北1西4, 中央区, 札幌市, 石狩振興局, 北海道, 060-8501, 日本"
札賚特,札賚特,46.7709369,122.4395592,"扎赉特旗 ᠵᠠᠯᠠᠢᠳ ᠬᠣᠰᠢᠭᠤ, 兴安盟 ᠬᠢᠩᠭ᠋ᠠᠨ ᠠᠶᠢᠮᠠᠭ, 内蒙古自治区 ᠦᠪᠦᠷ ᠮᠣᠩᠭᠤᠯ ᠤᠨ ᠥᠪᠡᠷᠲᠡᠭᠡᠨ ᠵᠠᠰᠠᠬᠣ ᠣᠷᠣᠨ, 中国"
朱乙,朱乙,31.0309,109.363,"朱衣镇, 奉节县, 重庆市, 中国"
朱劉,朱劉,33.5149649,116.7639479,"朱刘, 淮北市, 安徽省, 中国"
朱家,朱家,34.728926,109.415759,"朱家, 渭南市, 陕西省, 中国"
朱集,朱集,33.5253714,114.9436316,"朱集乡, 淮阳区, 周口市, 河南省, 中国"
李哥莊,李哥莊,39.691747,118.1914547,"李各庄, 庆北办事处, 唐山高新技术产业开发区, 开平区, 唐山市, 河北省, 063000, 中国"
李家瓦房,李家瓦房,39.5699885,122.5972937,"李家瓦房, 坎子村, 庄河市, 辽宁省, 中国"
李封,李封,35.2398103,113.1685979,"李封街道, 中站区, 焦作市, 河南省, 454000, 中国"
李樹林,李樹林,31.2860881,114.3207873,"栗树林, 黄陂区, 武汉市, 湖北省, 中国"
李石寨,李石寨,41.8150299,123.7214935,"李石寨, 文曲街, 李石街道, 望花区, 抚顺市, 辽宁省, 113000, 中国"
杏樹,杏樹,39.2681658,122.1525585,"杏树街道, 金州区, 辽宁省, 中国"
杏樹屯,杏樹屯,39.2632303,122.1503535,"杏树屯, 杏海线, 杏树街道, 金州区, 辽宁省, 中国"
杏樹屯驛,杏樹屯,39.2632303,122.1503535,"杏树屯, 杏海线, 杏树街道, 金州区, 辽宁省, 中国"
村上,村上,38.2202897,139.4632776,"村上, 村上停車場線, 田端町, 村上市, 新潟県, 958-8799, 日本"
杜家,杜家,44.8163766,127.1915697,"杜家, 嘉临线, 樊家屯, 五常市, 哈尔滨市, 黑龙江省, 150200, 中国"
杜爾伯特旗,杜爾伯特旗,46.8688807,124.4406414,"杜尔伯特, 塔拉街, 向地房子屯, 前伍代村, 泰康镇, 杜尔伯特蒙古族自治县 ᠳᠥᠷᠪᠡᠳ ᠮᠣᠩᠭᠣᠯ ᠥᠪᠡᠷᠲᠡᠭᠡᠨ ᠵᠠᠰᠠᠬᠤ ᠰᠢᠶᠠᠨ, 大庆市, 黑龙江省, 中国"
杭州,杭州,30.2489634,120.2052342,"杭州市, 浙江省, 中国"
東三條,東三條,37.6285961,138.9744628,"東三条, 東三条停車場線, 東三条一丁目, 三条市, 新潟県, 955-0047, 日本"
東三關河,東三關河,37.0151254,114.7018307,"东三官店村, 河北省, 054400, 中国"
東京,東京,35.6768601,139.7638947,"東京都, 日本"
東京城,東京城,44.1156997,129.2185065,"东京城, 鹤大线, 下马河村, 宁安市, 牡丹江市, 黑龙江省, 中国"
東京城驛,東京城,44.1156997,129.2185065,"东京城, 鹤大线, 下马河村, 宁安市, 牡丹江市, 黑龙江省, 中国"
東伊爾登,東伊爾登,31.5844636,130.5422249,"市営鹿児島中央駅東口自転車等駐車場, ベル通り, 中央町, 鹿児島市, 鹿児島県, 892-8677, 日本"
東便門,東便門,39.8993949,116.4234871,"东便门, 崇文门东大街, 东花市北里西区社区, 东花市街道, 首都功能核心区, 东城区, 北京市, 100010, 中国"
東光,東光,37.8837822,116.6845681,"东光县, 沧州市, 河北省, 061600, 中国"
東吐默特,東吐默特,46.5338225,124.0593473,"东吐莫村, 胡吉吐莫镇, 杜尔伯特蒙古族自治县 ᠳᠥᠷᠪᠡᠳ ᠮᠣᠩᠭᠣᠯ ᠥᠪᠡᠷᠲᠡᠭᠡᠨ ᠵᠠᠰᠠᠬᠤ ᠰᠢᠶᠠᠨ, 大庆市, 黑龙江省, 中国"
東園,東園,32.8468121,129.9620806,"東園, 国道207号, 多良見町東園, 諫早市, 長崎県, 854-0063, 日本"
東大道,東大道,41.4373827,120.0433735,"东大道镇, 朝阳市, 辽宁省, 中国"
東大邱,東大邱,35.8774323,128.6275244,"동대구, 지하530, 동대구로, 신암3동, 신천4동, 동구, 대구광역시, 41229, 대한민국"
東大門,東大門,37.5718616,127.0114887,"동대문, 지하302, 종로, 창신1동, 종로구, 서울특별시, 03106, 대한민국"
東太,東太,31.0294605,105.9640062,"东太乡, 西充县, 南充市, 四川省, 中国"
東安,東安,26.5209952,111.3769459,"东安县, 永州市, 湖南省, 中国"
東安鎮,東安鎮,30.9701582,107.1194724,"东安镇, 渠县, 达州市, 四川省, 中国"
東定門,東定門,24.1616858,118.2338699,"東碇島, 上岐村, 烈嶼鄉, 金門縣, 臺灣"
東寧,東寧,44.0697214,130.8926354,"东宁市, 牡丹江市, 黑龙江省, 中国"
東局子,東局子,43.8426156,126.5857994,"东局子街道, 昌邑区, 吉林市, 吉林省, 中国"
東屏,東屏,22.2347843,108.1965794,"东屏, 上思县, 防城港市, 广西壮族自治区, 中国"
東新京,東新京,35.909969,139.6700692,"東新井, 見沼区, さいたま市, 埼玉県, 337-0033, 日本"
東杜川,東杜川,50.8190166,156.3857295,"Морская, Северо-Курильский муниципальный округ, Сахалинская область, Дальневосточный федеральный округ, Россия"
東林,東林,47.5063664,127.0236137,"东林镇, 海伦市, 绥化市, 黑龙江省, 152000, 中国"
東海,東海,43.0600172,137.3353041,日本海 / Японское море / 동해 / 조선동해
東海中部線,東海中部線,34.9677866,136.6231379,"旧東海道, 諏訪栄町, 西浦一丁目, 四日市市, 三重県, 510-0086, 日本"
東海北部線,東海北部線,43.2057476,141.7769134,"北海幹線用水路利根別遊歩道, 五条東十五丁目, 六条東十丁目, 岩見沢市, 空知総合振興局, 北海道, 日本"
東海南部線,東海南部線,34.5462314,119.0891417,"中共东海县张湾乡河南村党支部, 刘庄公路, 河南村, 张湾乡, 东海县, 连云港市, 江苏省, 222343, 中国"
東滿洲鐵道線,東滿洲鐵道線,,,
東甸子,東甸子,42.6729316,126.3700304,"东甸子, 庆阳镇, 辉南县, 通化市, 吉林省, 中国"
東盛,東盛,39.3225315,115.9136179,"东盛街道, 高碑店市, 保定市, 河北省, 中国"
東社,東社,24.915833,121.248333,"東社, 華安里, 平鎮區, 桃園市, 32465, 臺灣"
東綏陽,東綏陽,44.4262775,130.8927572,"绥阳, 绥满线, 绥阳镇, 东宁市, 牡丹江市, 黑龙江省, 中国"
東興,東興,29.6599766,105.1921807,"东兴区, 内江市, 四川省, 中国"
東興莊,東興莊,24.5816,120.8518,"東興莊, 獅潭村, 頭屋鄉, 苗栗縣, 360, 臺灣"
東興鎮,東興鎮,46.3773144,127.8664385,"东兴镇, 木兰县, 哈尔滨市, 黑龙江省, 151900, 中国"
東萊,東萊,35.2046511,129.0773598,"동래, 충렬대로, 온천3동, 동래구, 부산광역시, 47732, 대한민국"
東葛,東葛,32.163593,118.541618,"东葛, 南京市, 江苏省, 中国"
東裡,東裡,23.2724277,121.303996,"東里, 大莊路, 後莊, 東里村, 富里鄉, 花蓮縣, 983, 臺灣"
東觀,東觀,30.780075,106.275192,"东观镇, 高坪区, 南充市, 四川省, 中国"
東豐,東豐,42.764474,125.6241261,"东丰县, 辽源市, 吉林省, 中国"
東辛莊,東辛莊,40.3622949,120.4380054,"东辛庄镇, 葫芦岛市, 辽宁省, 中国"
東通化,東通化,41.7841358,126.0403313,"东通化街道, 三道江村, 二道江区, 通化市, 吉林省, 中国"
東邊井,東邊井,47.4084599,127.1057258,"东边井, 东风镇, 海伦市, 绥化市, 黑龙江省, 152000, 中国"
東鎮,東鎮,35.4260215,111.3117236,"东镇镇, 闻喜县, 运城市, 山西省, 中国"
東關,東關,39.0171235,111.0678807,"东关镇, 保德县, 忻州市, 山西省, 中国"
東阜新,東阜新,10.2516925,106.6729887,"Huyện Tân Phú Đông, Xã Tân Phú Đông, Tỉnh Đồng Tháp, Việt Nam"
東陵,東陵,40.16428,117.6877657,"清东陵保护区, 遵化市, 唐山市, 河北省, 中国"
東陽,東陽,35.6706676,139.8141034,"東陽, 江東区, 東京都, 日本"
東陽曲,東陽曲,35.6706676,139.8141034,"東陽, 江東区, 東京都, 日本"
東陽鎮,東陽鎮,37.5389,112.674,"东阳镇, 晋中市, 山西省, 中国"
東雲,東雲,35.6441411,139.8022923,"東雲, 江東区, 東京都, 135-0062, 日本"
東順天,東順天,34.9458107,127.5040597,"순천, 135, 팔마로, 덕암동, 옥천동, 순천시, 전라남도, 57964, 대한민국"
東香坊,東香坊,43.9035544,125.3426876,"东厢房, 长利路, 东广场, 新广街道, 宽城区, 长春市, 吉林省, 130000, 中国"
松坂,松坂,34.5770508,136.536482,"松阪, 松阪伊勢自転車道線, 朝日町一区, 松阪市, 三重県, 515-0017, 日本"
松山,松山,33.8399303,132.7507395,"松山, 松山市道 松山駅西 南北線, 南江戸一丁目, 松山市, 愛媛県, 790-0062, 日本"
松島,松島,38.3670646,141.071251,"松島, 松島町, 宮城郡, 宮城県, 日本"
松本,松本,36.2307332,137.9644409,"松本, 松本駅, 深志一丁目, 松本市, 長野県, 390-0863, 日本"
松樹,松樹,37.9418034,102.5448725,"松树镇, 武威市, 甘肃省, 中国"
松汀里,松汀里,36.7588682,127.5752032,"송정리, 청주시, 충청북도, 27927, 대한민국"
松江,松江,31.0344052,121.2232077,"松江区, 广富林街道, 中国"
松浦,松浦,33.3441797,129.7077067,"松浦, 国道204号, 松浦市, 長崎県, 859-4501, 日本"
松田,松田,35.3461914,139.1385509,"松田, ロマンス通り商店街, 松田町, 足柄上郡, 神奈川県, 258-0004, 日本"
松花少,松花少,30.1292207,120.3017558,"浙江世纪联华物流配送有限公司, 杨汛桥街道, 柯桥区, 绍兴市, 浙江省, 中国"
松花江,松花江,45.9310885,127.7750483,"松花江, 中国"
松鶴,松鶴,42.5584857,130.3689089,"송학, 7, 지경동, 경흥군, 함경북도, 조선민주주의인민공화국"
板城,板城,40.6004762,118.6387181,"板城镇, 承德市, 河北省, 中国"
板江,板江,24.8052,105.05,"板江, 百色市, 广西壮族自治区, 中国"
板西,板西,28.7493397,108.8116515,"板溪镇, 酉阳土家族苗族自治县, 重庆市, 中国"
林下,林下,26.3209117,106.2459282,"林下, 安顺市, 贵州省, 中国"
林口,林口,45.4427775,130.0904711,"林口县, 牡丹江市, 黑龙江省, 中国"
林場,林場,32.1624468,118.6752038,"林场, X202, 泰山街道, 江北新区, 浦口区, 南京市, 江苏省, 210031, 中国"
林子頭,林子頭,23.9757244,120.6783424,"林子頭, 草屯鎮, 南投縣, 54257, 臺灣"
林家臺,林家臺,40.7171721,123.944707,"林家台, 凤城市, 辽宁省, 中国"
林市,林市,29.6633325,107.1952493,"蔺市街道, 涪陵区, 重庆市, 中国"
林東,林東,34.636793,118.2389384,"林东, 临沂市, 山东省, 中国"
林森,林森,24.6004637,121.5124086,"林森, 英士村, 大同鄉, 宜蘭縣, 267, 臺灣"
林洞,林洞,25.4023533,109.0525387,"林洞, 融水苗族自治县, 柳州市, 广西壮族自治区, 中国"
林海,林海,51.577421,124.3494355,"林海, 京漠线, 新林镇, 新林区, 大兴安岭地区, 黑龙江省, 中国"
林甸,林甸,47.1474488,124.8436984,"林甸县, 大庆市, 黑龙江省, 中国"
林虎線,林虎線,34.4294742,119.0460232,"渔汤线, 上房村, 平明镇, 东海县, 连云港市, 江苏省, 中国"
林西,林西,43.6996968,118.0922273,"林西县 ᠯᠢᠨᠰᠢ ᠰᠢᠶᠠᠨ, 赤峰市 ᠤᠯᠠᠭᠠᠨᠬᠠᠳᠠ ᠬᠣᠲᠠ, 内蒙古自治区 ᠦᠪᠦᠷ ᠮᠣᠩᠭᠤᠯ ᠤᠨ ᠥᠪᠡᠷᠲᠡᠭᠡᠨ ᠵᠠᠰᠠᠬᠣ ᠣᠷᠣᠨ, 中国"
林齊線,林齊線,29.9641899,117.6250703,"林村, 祁门县, 黄山市, 安徽省, 中国"
果松,果松,41.608103,126.252273,"果松镇, 通化县, 通化市, 吉林省, 中国"
枝川,枝川,33.5507288,133.4484069,"枝川, 国道194号, 枝川, いの町, 吾川郡, 高知県, 781-2120, 日本"
柏崎,柏崎,37.3633912,138.5558473,"柏崎, 柏崎停車場線, 駅前二丁目, 柏崎市, 新潟県, 945-0055, 日本"
柏庄,柏庄,39.8868525,118.830856,"柏庄, 唐山市, 河北省, 中国"
柘植,柘植,34.8468814,136.2557754,"柘植, 伊賀信楽線, 柘植町, 伊賀市, 三重県, 520-3412, 日本"
查哈陽,查哈陽,48.4217844,124.2921292,"查哈阳乡, 甘南县, 齐齐哈尔市, 黑龙江省, 161000, 中国"
查布桁,查布桁,22.2787845,114.1679798,"香港警察總部警政大樓 Hong Kong Police Headquarters Arsenal House, 夏慤道 Harcourt Road, 添馬 Tamar, 金鐘 Admiralty, 灣仔區 Wan Chai District, 香港島 Hong Kong Island, 香港 Hong Kong, 999077, 中国"
柳木,柳木,26.9325201,114.9090635,"榴木, 凤凰镇, 吉安县, 吉安市, 江西省, 中国"
柳樹河,柳樹河,31.111197,115.186386,"柳树河, 麻城市, 黄冈市, 湖北省, 中国"
柳河,柳河,42.2779257,125.7390895,"柳河县, 通化市, 吉林省, 中国"
柳河屯,柳河屯,40.5876303,120.3045606,"刘河屯, 兴城市, 葫芦岛市, 辽宁省, 中国"
柳泉,柳泉,34.5175022,112.0347434,"柳泉镇, 宜阳县, 洛阳市, 河南省, 中国"
柴山,柴山,22.6463975,120.2623284,"柴山, 高雄市, 臺灣"
柴河,柴河,47.5565029,121.3027098,"柴河镇, 呼伦贝尔市 ᠬᠥᠯᠥᠨ ᠪᠤᠶᠢᠷ, 内蒙古自治区 ᠦᠪᠦᠷ ᠮᠣᠩᠭᠤᠯ ᠤᠨ ᠥᠪᠡᠷᠲᠡᠭᠡᠨ ᠵᠠᠰᠠᠬᠣ ᠣᠷᠣᠨ, 中国"
柴溝堡,柴溝堡,40.6695684,114.4093067,"柴沟堡, 工业路, 怀安县, 张家口市, 河北省, 中国"
柴莊,柴莊,32.1417527,117.3099469,"柴庄, 合肥市, 安徽省, 中国"
桃園,桃園,22.5353507,113.9198061,"桃园, 桃园路, 田下村, 田厦社区, 南头街道, 南山区, 深圳市, 广东省, 518000, 中国"
桃山,桃山,34.9327438,135.7711521,"桃山, 大手筋通, 桃山町鍋島, 伏見区, 京都市, 京都府, 612-8031, 日本"
桃花吐,桃花吐,42.0220186,120.7818839,"桃花吐, 北票市, 朝阳市, 辽宁省, 中国"
桑名,桑名,35.067107,136.6832994,"桑名, 桑名駅自由通路, 寿町二丁目, 桑栄町, 葵町, 桑名市, 三重県, 511-0079, 日本"
桑園,桑園,43.0707355,141.3319857,"桑園, 桑園駅東通, 北11条西15, 中央区, 札幌市, 石狩振興局, 北海道, 060-0011, 日本"
桑陰,桑陰,33.193158,113.5689208,"桑皮印, 平顶山市, 河南省, 中国"
桓仁,桓仁,41.2681066,125.3487306,"桓仁满族自治县, 本溪市, 辽宁省, 中国"
梁國門,梁國門,26.868285,102.28454,"益门镇, 会理市 ꑌꄷꏃ, 凉山彝族自治州 ꆃꎭꆈꌠꊨꏦꏱꅉꍏ, 四川省, 中国"
梁家坨,梁家坨,40.3280213,111.2305384,"苗家梁村, 呼和浩特市, 托克托县 ᠲᠣᠭᠲᠠᠬᠤ ᠰᠢᠶᠠᠨ, 内蒙古自治区 ᠦᠪᠦᠷ ᠮᠣᠩᠭᠤᠯ ᠤᠨ ᠥᠪᠡᠷᠲᠡᠭᠡᠨ ᠵᠠᠰᠠᠬᠣ ᠣᠷᠣᠨ, 中国"
梅河口,梅河口,42.5668595,125.7838796,"梅河口市, 通化市, 吉林省, 中国"
梨樹,梨樹,45.0900079,130.6898801,"梨树区, 鸡西市, 黑龙江省, 中国"
梨樹溝,梨樹溝,43.1459664,131.0630931,"梨树沟, 春化镇 춘화진, 珲春市 훈춘시, 延边朝鲜族自治州 연변조선족자치주, 吉林省, 中国"
梨樹鎭,梨樹鎭,43.3038227,124.3293671,"梨树县, 四平市, 吉林省, 中国"
梨樹鎮,梨樹鎮,27.2590995,105.4062991,"梨树镇, 七星关区, 毕节市, 贵州省, 中国"
棗莊,棗莊,34.8108822,117.3178922,"枣庄市, 山东省, 中国"
森,森,42.1090004,140.5733896,"森, 森停車場線, 御幸町, 森町, 茅部郡, 渡島総合振興局, 北海道, 049-2326, 日本"
棲霞,棲霞,37.3352456,120.8447987,"栖霞市, 烟台市, 山东省, 265300, 中国"
棲霞山,棲霞山,32.1568225,118.9627409,"栖霞山, 栖霞区, 南京市, 江苏省, 中国"
楊堌集,楊堌集,36.1014402,115.8036245,"阳谷, 清河东路, 阳谷县, 聊城市, 山东省, 252300, 中国"
楊家城,楊家城,38.9490804,110.4716166,"杨家城, S219, 神木市, 榆林市, 陕西省, 中国"
楊木林,楊木林,44.5964615,130.8601848,"杨木林, 东宁市, 牡丹江市, 黑龙江省, 中国"
楊村,楊村,31.8328462,105.6674622,"杨村镇, 剑阁县, 广元市, 四川省, 628311, 中国"
楊柳靑,楊柳靑,39.1414621,116.9960349,"杨柳青, 青沙路, 杨柳青镇, 西青区, 天津市, 中国"
楊樹林子,楊樹林子,40.3880996,119.0479908,"杨树林子, 青龙满族自治县, 秦皇岛市, 河北省, 中国"
楊陽堡,楊陽堡,52.6055461,39.5949843,"Бао, улица Скороходова, Советский округ, городской округ Липецк, Липецкая область, Центральный федеральный округ, 398000, Россия"
楊集,楊集,34.4153579,116.1925628,"杨集, 连共线, 砀山县, 宿州市, 安徽省, 中国"
楓坪,楓坪,27.6358509,111.7882048,"枫坪镇, 涟源市, 娄底市, 湖南省, 中国"
楡林亭,楡林亭,39.5780907,115.0706291,"榆林, 涞水县, 保定市, 河北省, 中国"
楡樹屯,楡樹屯,47.1539542,123.8892133,"榆树屯, 牙四线, 道北街道, 榆树屯镇, 昂昂溪区, 齐齐哈尔市, 黑龙江省, 161000, 中国"
楡次,楡次,37.617838,112.846727,"榆次区, 晋中市, 山西省, 030031, 中国"
榆樹,榆樹,44.8381222,126.5271463,"榆树市, 长春市, 吉林省, 130000, 中国"
榆樹屯,榆樹屯,47.1539542,123.8892133,"榆树屯, 牙四线, 道北街道, 榆树屯镇, 昂昂溪区, 齐齐哈尔市, 黑龙江省, 161000, 中国"
榆樹臺,榆樹臺,41.7272725,123.4152666,"榆树台, 浑南西路, 浑河站东街道, 浑南区, 沈阳市, 和平区, 辽宁省, 110179, 中国"
榆次,榆次,37.617838,112.846727,"榆次区, 晋中市, 山西省, 030031, 中国"
榮山浦,榮山浦,37.3629213,122.5474817,"成山镇, 荣成市, 威海市, 山东省, 264300, 中国"
榮濱,榮濱,40.7105393,122.1871229,"荣滨街道, 大洼区, 盘锦市, 辽宁省, 中国"
樂元,樂元,27.5116081,108.9068968,"乐元, 万山区, 铜仁市, 贵州省, 558000, 中国"
樂守鎮,樂守鎮,38.1877192,116.1221194,"乐寿镇, 河北省, 062200, 中国"
横手,横手,39.310336,140.5604929,"横手, 1, 駅前町, 駅西二丁目, 横手市, 秋田県, 013-0036, 日本"
横林,横林,36.9418402,139.9621839,"横林, 那須塩原市, 栃木県, 329-3122, 日本"
横泥河,横泥河,22.1476526,113.559014,"威尼斯人綜藝館 The Venetian Arena, 新城大馬路 Avenida Cidade Nova, 聖母灣 Baía de Nossa Senhora da Esperança, 澳門 Macau, 路氹填海區 Zona do Aterro de Cotai, 澳門 Macau, 999078, 中国"
横濱,横濱,35.4503381,139.6343802,"横浜市, 神奈川県, 231-0017, 日本"
樹恒,樹恒,35.4570993,139.6305271,"横浜美術館, グランモール橋, Minato Mirai, みなとみらい一丁目, 西区, 横浜市, 神奈川県, 231-0017, 日本"
樺川,樺川,47.0439159,130.8779418,"桦川县, 佳木斯市, 黑龙江省, 154000, 中国"
樺林,樺林,44.6887413,129.688213,"桦林镇, 阳明区, 牡丹江市, 黑龙江省, 157000, 中国"
樺甸,樺甸,42.9715617,126.74443,"桦甸市, 吉林市, 吉林省, 中国"
樺皮廠,樺皮廠,43.9830965,126.2235839,"桦皮厂镇, 吉林市, 吉林省, 中国"
橋頭,橋頭,22.761088,120.3102143,"橋頭, 14, 站前街, 橋頭里, 橋頭區, 興糖, 高雄市, 825, 臺灣"
橫濱,橫濱,35.4503381,139.6343802,"横浜市, 神奈川県, 231-0017, 日本"
橫道,橫道,46.3601208,131.3261905,"横道, 宝清县, 双鸭山市, 黑龙江省, 155100, 中国"
橫道河子,橫道河子,44.8124107,129.0659087,"横道河子, 佛山路, 横道河子镇, 海林市, 牡丹江市, 黑龙江省, 中国"
檜林亭,檜林亭,34.3957016,132.4637463,"桂林, 白島通り, 鉄砲町, 中町, 中区, 広島市, 広島県, 730-0017, 日本"
檢洞,檢洞,22.2109277,112.8385377,"涧洞, 四九镇, 台山市, 江门市, 广东省, 529200, 中国"
櫻井,櫻井,35.780336,140.646575,"櫻井, 旭市, 千葉県, 289-0505, 日本"
歐力木,歐力木,25.580716,114.9801957,"欧里, 上排村, 王母渡镇, 赣县区, 赣州市, 江西省, 中国"
正亞,正亞,48.2405833,11.9699152,"Oberbayern, Deutschland"
正儀,正儀,31.3844899,120.8563578,"正仪, 前进西路, 芙蓉社区, 正仪, 巴城镇, 昆山市, 苏州市, 江苏省, 中国"
正太幹線,正太幹線,25.0348962,121.5122081,"嚴家淦先生故居, 2, 重慶南路二段, 龍福里, 中正區, 龍匣口, 臺北市, 100, 臺灣"
正明市,正明市,34.3703588,131.1844343,"正明市, 国道191号, 東深川, 長門市, 山口県, 日本"
武生,武生,35.9031163,136.1710672,"武生, 武生停車場線, 府中一丁目, 越前市, 福井県, 915-8530, 日本"
武陟,武陟,35.0984028,113.4011621,"武陟县, 焦作市, 河南省, 454900, 中国"
武陵,武陵,29.0572367,111.6775679,"武陵区, 常德市, 湖南省, 中国"
武雄,武雄,33.1935518,130.0194484,"武雄市, 佐賀県, 日本"
歪頭山,歪頭山,40.3395862,114.8760812,"歪头山, 张家口市, 河北省, 中国"
歷城,歷城,36.6802602,117.0590968,"历城区, 济南市, 山东省, 250100, 中国"
歸流河,歸流河,46.1994978,121.7306922,"归流河镇, 科尔沁右翼前旗 ᠬᠣᠷᠴᠢᠨ ᠪᠠᠷᠠᠭᠤᠨ ᠭᠠᠷᠤᠨ ᠡᠮᠦᠨᠡᠳᠦ ᠬᠣᠰᠢᠭᠤ, 兴安盟 ᠬᠢᠩᠭ᠋ᠠᠨ ᠠᠶᠢᠮᠠᠭ, 内蒙古自治区 ᠦᠪᠦᠷ ᠮᠣᠩᠭᠤᠯ ᠤᠨ ᠥᠪᠡᠷᠲᠡᠭᠡᠨ ᠵᠠᠰᠠᠬᠣ ᠣᠷᠣᠨ, 中国"
段河,段河,52.9595342,-9.4440647,"Cliffs of Moher, Ballysteen ED, West Clare Municipal District, County Clare, Munster, Éire / Ireland"
毛良,毛良,34.7171472,135.8352855,"奈良加茂線, 梅美台一丁目, 木津川市, 京都府, 619-0215, 日本"
民權,民權,34.64621,115.134667,"民权, 人民路, 绿洲街道, 民权县, 商丘市, 民权县, 河南省, 中国"
水上,水上,36.7786135,138.9689414,"水上, 沼田水上線, 鹿野沢, みなかみ町, 利根郡, 群馬県, 379-1619, 日本"
水原,水原,37.2662775,127.0004098,"수원, 924, 덕영대로, 매산로1가, 팔달구, 수원시, 16622, 대한민국"
水口浦,水口浦,42.8664784,129.8399602,"수구포, 10, 수북, 강안리, 온성군, 함경북도, 조선민주주의인민공화국"
水山,水山,24.3980101,112.8991061,"水山, 清远市, 广东省, 中国"
水師營,水師營,38.8525086,121.241856,"水师营街道, 小南村, 旅顺口区, 辽宁省, 中国"
水戸,水戸,36.370781,140.4762395,"水戸, 水戸駅北口ペデストリアンデッキ, 中央一丁目, 宮町一丁目, 水戸市, 茨城県, 310-0015, 日本"
水泉,水泉,41.8434981,123.6098507,"水泉, 水泉街, 英达街道, 浑南区, 沈阳市, 辽宁省, 中国"
水洞,水洞,24.7289373,105.367882,"水洞, 百色市, 广西壮族自治区, 中国"
水色,水色,46.7985624,8.2319736,Schweiz/Suisse/Svizzera/Svizra
水草子,水草子,26.2612426,103.2663539,"水槽子, 会泽县, 曲靖市, 云南省, 中国"
永吉,永吉,31.6022532,130.5336214,"永吉, 鹿児島市, 鹿児島県, 892-8677, 日本"
永同,永同,25.1821951,110.6079015,"永同, 桂林市, 广西壮族自治区, 中国"
永安,永安,25.9441979,117.3599501,"永安市, 三明市, 福建省, 366000, 中国"
永定門,永定門,39.8710543,116.3931127,"永定门, 永定门桥, 天桥街道, 首都功能核心区, 西城区, 北京市, 100032, 中国"
永寧城,永寧城,24.9668719,121.4362698,"永寧, 105, 中央路三段, 大安里, 土城區, 新北市, 236039, 臺灣"
永川,永川,29.29285,105.870081,"永川区, 重庆市, 中国"
永王莊,永王莊,34.1793251,116.451244,"王庄, 芒山镇, 永城市, 商丘市, 河南省, 中国"
永登浦,永登浦,37.515363,126.9069345,"영등포, 846, 경인로, 영등포동3가, 영등포본동, 영등포구, 서울특별시, 07304, 대한민국"
永興,永興,26.21126,113.185927,"永兴县, 郴州市, 湖南省, 中国"
求禮口,求禮口,33.8029007,116.4288997,"李口, 商丘市, 河南省, 中国"
汗浦,汗浦,38.2266911,126.4527681,"한포, 1, 산성리, 평산군, 황해북도, 조선민주주의인민공화국"
汗達氣,汗達氣,50.1363643,126.1925743,"罕达汽镇, 爱辉区, 黑河市, 黑龙江省, 164300, 中国"
江人頭,江人頭,27.209563,114.3547354,"任头, 吉安市, 江西省, 中国"
江口,江口,27.8036782,108.7689072,"江口县, 铜仁市, 贵州省, 558000, 中国"
江家屯,江家屯,40.6077687,114.9453075,"江家屯镇, 张家口市, 河北省, 中国"
江密峯,江密峯,43.95434,126.74669,"江密峰镇, 吉林市, 吉林省, 中国"
